name,cluster,submissions_count,likes_count,companies_count
viewers-turned-streamers,4,1700,4,0
smallest-missing-integer-greater-than-sequential-prefix-sum,4,79700,91,1
minimum-number-of-operations-to-make-array-xor-equal-to-k,4,22700,92,1
minimum-number-of-operations-to-make-x-and-y-equal,4,33000,202,1
count-the-number-of-powerful-integers,4,15600,93,1
maximum-area-of-longest-diagonal-rectangle,4,87200,89,1
minimum-moves-to-capture-the-queen,4,76600,142,1
maximum-size-of-a-set-after-removals,4,30900,262,1
maximize-the-number-of-partitions-after-operations,4,10000,91,1
maximum-subtree-of-the-same-color,4,1400,15,1
count-elements-with-maximum-frequency,4,238300,590,1
find-beautiful-indices-in-the-given-array-i,4,64500,137,1
maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k,4,21400,175,1
find-beautiful-indices-in-the-given-array-ii,4,38300,149,1
maximum-number-of-intersections-on-the-chart,4,3800,19,1
divide-an-array-into-subarrays-with-minimum-cost-i,4,44900,75,1
find-if-array-can-be-sorted,4,41300,102,1
minimize-length-of-array-using-operations,4,36200,145,3
divide-an-array-into-subarrays-with-minimum-cost-ii,4,13100,92,1
minimum-number-of-pushes-to-type-word-i,4,47300,95,1
count-the-number-of-houses-at-a-certain-distance-i,4,30500,120,1
minimum-number-of-pushes-to-type-word-ii,4,30600,126,1
count-the-number-of-houses-at-a-certain-distance-ii,4,12000,69,1
maximum-number-of-removal-queries-that-can-be-processed-i,4,726,4,0
number-of-changing-keys,4,49500,83,1
find-the-maximum-number-of-elements-in-subset,4,75400,156,1
alice-and-bob-playing-flower-game,4,38600,82,1
minimize-or-of-remaining-elements-using-operations,4,8000,75,0
find-pattern-in-infinite-stream-i,4,961,7,1
type-of-triangle,4,95200,70,1
find-the-number-of-ways-to-place-people-i,4,31500,40,1
maximum-good-subarray-sum,4,82700,255,1
find-the-number-of-ways-to-place-people-ii,4,17000,80,1
ant-on-the-boundary,4,52300,79,1
minimum-time-to-revert-word-to-initial-state-i,4,45200,126,1
find-the-grid-of-region-average,4,20600,44,1
minimum-time-to-revert-word-to-initial-state-ii,4,28300,118,1
count-numbers-with-unique-digits-ii,4,2400,16,1
modify-the-matrix,4,49400,85,1
number-of-subarrays-that-match-a-pattern-i,4,35700,76,1
maximum-palindromes-after-operations,4,31300,188,1
number-of-subarrays-that-match-a-pattern-ii,4,31500,130,1
find-pattern-in-infinite-stream-ii,4,580,3,1
maximum-number-of-operations-with-the-same-score-i,4,57600,58,1
apply-operations-to-make-string-empty,4,41400,114,1
maximum-number-of-operations-with-the-same-score-ii,4,49900,121,2
maximize-consecutive-elements-in-an-array-after-modification,4,21100,131,1
count-prefix-and-suffix-pairs-i,4,49400,79,1
find-the-length-of-the-longest-common-prefix,4,58400,138,1
most-frequent-prime,4,29300,77,1
count-prefix-and-suffix-pairs-ii,4,29900,133,1
split-the-array,4,69300,80,1
find-the-largest-area-of-square-inside-two-rectangles,4,40200,91,2
earliest-second-to-mark-indices-i,4,20900,148,1
earliest-second-to-mark-indices-ii,4,8700,70,1
pizza-toppings-cost-analysis,4,893,4,0
find-candidates-for-data-scientist-position,4,1600,6,0
maximize-items,4,550,1,0
classifying-triangles-by-lengths,4,1500,5,0
binary-tree-nodes,4,749,5,0
top-percentile-fraud,4,906,3,0
snaps-analysis,4,1000,2,0
employees-project-allocation,4,655,4,0
friends-with-no-mutual-friends,4,957,5,0
find-all-unique-email-domains,4,1300,4,0
user-activities-within-time-bounds,4,1100,2,0
calculate-trapping-rain-water,4,344,3,0
winner-of-the-linked-list-game,4,9000,23,0
linked-list-frequency,4,9200,32,0
guess-the-number-using-bitwise-questions-i,4,683,8,0
minimum-operations-to-exceed-threshold-value-i,4,49800,51,1
minimum-operations-to-exceed-threshold-value-ii,4,95700,78,1
count-pairs-of-connectable-servers-in-a-weighted-tree-network,4,18100,141,1
find-the-maximum-sum-of-node-values,4,13200,86,1
distribute-elements-into-two-arrays-i,4,51000,58,1
count-submatrices-with-top-left-element-and-sum-less-than-k,4,39900,117,1
minimum-operations-to-write-the-letter-y-on-a-grid,4,24700,77,0
distribute-elements-into-two-arrays-ii,4,33600,121,1
maximum-increasing-triplet-value,4,1000,9,1
apple-redistribution-into-boxes,4,59000,70,0
maximize-happiness-of-selected-children,4,80200,65,1
shortest-uncommon-substring-in-an-array,4,41800,109,1
maximum-strength-of-k-disjoint-subarrays,4,19000,106,1
match-alphanumerical-pattern-in-matrix-i,4,427,5,2
find-the-sum-of-encrypted-integers,4,47300,69,1
mark-elements-on-array-by-performing-queries,4,33600,90,1
replace-question-marks-in-string-to-minimize-its-value,4,43500,133,1
find-the-sum-of-the-power-of-all-subsequences,4,15300,115,1
existence-of-a-substring-in-a-string-and-its-reverse,4,56500,67,1
count-substrings-starting-and-ending-with-given-character,4,66800,90,0
minimum-deletions-to-make-string-k-special,4,39300,160,1
minimum-moves-to-pick-k-ones,4,9900,39,1
find-trending-hashtags,4,515,2,0
make-string-anti-palindrome,4,510,7,1
find-bursty-behavior,4,754,4,0
maximum-length-substring-with-two-occurrences,4,49000,122,1
apply-operations-to-make-sum-of-array-greater-than-or-equal-to-k,4,55400,129,1
most-frequent-ids,4,39900,191,1
longest-common-suffix-queries,4,17700,99,1
guess-the-number-using-bitwise-questions-ii,4,362,9,0
shortest-subarray-with-or-at-least-k-i,4,57100,61,1
minimum-levels-to-gain-more-points,4,46700,59,1
shortest-subarray-with-or-at-least-k-ii,4,36900,151,1
find-the-sum-of-subsequence-powers,4,14700,104,1
harshad-number,4,46900,76,0
water-bottles-ii,4,43200,88,0
count-alternating-subarrays,4,49500,158,1
minimize-manhattan-distances,4,21500,131,0
find-trending-hashtags-ii,4,225,2,0
